0;1
0,01;1
0,02;1
0,03;1
0,04;1
0,05;1
0,06;1
0,07;1
0,08;1
0,09;1
0,1;1
0,11;1
0,12;1
0,13;1
0,14;1
0,15;1
0,16;1
0,17;1
0,18;1
0,19;1
0,2;1
0,21;1
0,22;1
0,23;1
0,24;1
0,25;1
0,26;1
0,27;1
0,28;1
0,29;1
0,3;1
0,31;1
0,32;1
0,33;1
0,34;1
0,35;1
0,36;1
0,37;1
0,38;1
0,39;1
0,4;1
0,41;1
0,42;1
0,43;1
0,44;1
0,45;1
0,46;1
0,47;1
0,48;1
0,49;1
0,5;1
0,51;1
0,52;1
0,53;1
0,54;1
0,55;1
0,56;1
0,57;1
0,58;1
0,59;1
0,6;1
0,61;1
0,62;1
0,63;1
0,64;1
0,65;1
0,66;1
0,67;1
0,68;1
0,69;1
0,7;1
0,71;1
0,72;1
0,73;1
0,74;1
0,75;1
0,76;1
0,77;1
0,78;1
0,79;1
0,8;1
0,81;1
0,82;1
0,83;1
0,84;1
0,85;1
0,86;1
0,87;1
0,88;1
0,89;1
0,9;1
0,91;1
0,92;1
0,93;1
0,94;1
0,95;1
0,96;1
0,97;1
0,98;1
0,99;1
1;1
1,01;1
1,02;1
1,03;1
1,04;1
1,05;1
1,06;1
1,07;1
1,08;1
1,09;1
1,1;1
1,11;1
1,12;1
1,13;1
1,14;1
1,15;1
1,16;1
1,17;1
1,18;1
1,19;1
1,2;1
1,21;1
1,22;1
1,23;1
1,24;1
1,25;1
1,26;1
1,27;1
1,28;1
1,29;1
1,3;1
1,31;1
1,32;1
1,33;1
1,34;1
1,35;1
1,36;1
1,37;1
1,38;1
1,39;1
1,4;1
1,41;1
1,42;1
1,43;1
1,44;1
1,45;1
1,46;1
1,47;1
1,48;1
1,49;1
1,5;1
1,51;1
1,52;1
1,53;1
1,54;1
1,55;1
1,56;1
1,57;1
1,58;1
1,59;1
1,6;1
1,61;1
1,62;1
1,63;1
1,64;1
1,65;1
1,66;1
1,67;1
1,68;1
1,69;1
1,7;1
1,71;1
1,72;1
1,73;1
1,74;1
1,75;1
1,76;1
1,77;1
1,78;1
1,79;1
1,8;1
1,81;1
1,82;1
1,83;1
1,84;1
1,85;1
1,86;1
1,87;1
1,88;1
1,89;1
1,9;1
1,91;1
1,92;1
1,93;1
1,94;1
1,95;1
1,96;1
1,97;1
1,98;1
1,99;1
2;0,6
2,01;0,6
2,02;0,6
2,03;0,6
2,04;0,6
2,05;0,6
2,06;0,6
2,07;0,6
2,08;0,6
2,09;0,6
2,1;0,6
2,11;0,6
2,12;0,6
2,13;0,6
2,14;0,6
2,15;0,6
2,16;0,6
2,17;0,6
2,18;0,6
2,19;0,6
2,2;0,6
2,21;0,6
2,22;0,6
2,23;0,6
2,24;0,6
2,25;0,6
2,26;0,6
2,27;0,6
2,28;0,6
2,29;0,6
2,3;0,6
2,31;0,6
2,32;0,6
2,33;0,6
2,34;0,6
2,35;0,6
2,36;0,6
2,37;0,6
2,38;0,6
2,39;0,6
2,4;0,6
2,41;0,6
2,42;0,6
2,43;0,6
2,44;0,6
2,45;0,6
2,46;0,6
2,47;0,6
2,48;0,6
2,49;0,6
2,5;0,6
2,51;0,6
2,52;0,6
2,53;0,6
2,54;0,6
2,55;0,6
2,56;0,6
2,57;0,6
2,58;0,6
2,59;0,6
2,6;0,6
2,61;0,6
2,62;0,6
2,63;0,6
2,64;0,6
2,65;0,6
2,66;0,6
2,67;0,6
2,68;0,6
2,69;0,6
2,7;0,6
2,71;0,6
2,72;0,6
2,73;0,6
2,74;0,6
2,75;0,6
2,76;0,6
2,77;0,6
2,78;0,6
2,79;0,6
2,8;0,6
2,81;0,6
2,82;0,6
2,83;0,6
2,84;0,6
2,85;0,6
2,86;0,6
2,87;0,6
2,88;0,6
2,89;0,6
2,9;0,6
2,91;0,6
2,92;0,6
2,93;0,6
2,94;0,6
2,95;0,6
2,96;0,6
2,97;0,6
2,98;0,6
2,99;0,6
3;0,6
3,01;0,6
3,02;0,6
3,03;0,6
3,04;0,6
3,05;0,6
3,06;0,6
3,07;0,6
3,08;0,6
3,09;0,6
3,1;0,6
3,11;0,6
3,12;0,6
3,13;0,6
3,14;0,6
3,15;0,6
3,16;0,6
3,17;0,6
3,18;0,6
3,19;0,6
3,2;0,6
3,21;0,6
3,22;0,6
3,23;0,6
3,24;0,6
3,25;0,6
3,26;0,6
3,27;0,6
3,28;0,6
3,29;0,6
3,3;0,6
3,31;0,6
3,32;0,6
3,33;0,6
3,34;0,6
3,35;0,6
3,36;0,6
3,37;0,6
3,38;0,6
3,39;0,6
3,4;0,6
3,41;0,6
3,42;0,6
3,43;0,6
3,44;0,6
3,45;0,6
3,46;0,6
3,47;0,6
3,48;0,6
3,49;0,6
3,5;0,6
3,51;0,6
3,52;0,6
3,53;0,6
3,54;0,6
3,55;0,6
3,56;0,6
3,57;0,6
3,58;0,6
3,59;0,6
3,6;0,6
3,61;0,6
3,62;0,6
3,63;0,6
3,64;0,6
3,65;0,6
3,66;0,6
3,67;0,6
3,68;0,6
3,69;0,6
